script_id,script_month,hcp_id,rep_id,product_id,region_id,script_count
S0006822,2024-10-01,HCP0180,REP016,P02,R05,3
S0016203,2024-01-01,HCP0435,REP005,P04,R02,2
S0006521,2024-07-01,HCP0172,REP003,P01,R01,6
S0020482,2024-07-01,HCP0552,REP007,P04,R04,5
S0018953,2024-06-01,HCP0509,REP011,P04,R05,7
S0019584,2024-03-01,HCP0527,REP002,P03,R03,7
S0008960,2024-03-01,HCP0238,REP036,P03,R05,1
S0003173,2024-01-01,HCP0084,REP036,P01,R05,8
S0001224,2024-04-01,HCP0032,REP003,P04,R01,3
S0015465,2024-09-01,HCP0414,REP013,P04,R02,16
S0011832,2024-05-01,HCP0314,REP029,P05,R04,1
S0012359,2024-01-01,HCP0328,REP007,P01,R04,5
S0000545,2024-11-01,HCP0015,REP003,P02,R01,13
S0001205,2024-09-01,HCP0032,REP003,P02,R01,9
S0002884,2024-01-01,HCP0076,REP035,P04,R03,2
S0008614,2024-09-01,HCP0230,REP012,P01,R01,2
S0009258,2024-07-01,HCP0246,REP036,P04,R05,5
S0007243,2024-06-01,HCP0192,REP003,P03,R01,6
S0002638,2024-12-01,HCP0069,REP027,P02,R02,14
S0008762,2024-03-01,HCP0234,REP021,P02,R03,2
S0017578,2024-12-01,HCP0472,REP034,P01,R05,3
S0001389,2024-09-01,HCP0037,REP003,P05,R01,8
S0020200,2024-05-01,HCP0546,REP022,P01,R02,8
S0014951,2024-12-01,HCP0402,REP017,P02,R02,12
S0020875,2024-10-01,HCP0563,REP038,P05,R03,0
S0020827,2024-09-01,HCP0562,REP007,P05,R04,2
S0000878,2024-01-01,HCP0023,REP001,P02,R03,3
S0010722,2024-08-01,HCP0286,REP027,P04,R02,8
S0008389,2024-05-01,HCP0224,REP017,P04,R02,1
S0000099,2024-09-01,HCP0003,REP036,P03,R05,2
S0011576,2024-12-01,HCP0308,REP020,P02,R04,3
S0004380,2024-08-01,HCP0116,REP014,P04,R01,4
S0011958,2024-02-01,HCP0318,REP039,P02,R04,4
S0002804,2024-12-01,HCP0073,REP011,P05,R05,9
S0011190,2024-06-01,HCP0299,REP011,P04,R05,5
S0003909,2024-07-01,HCP0102,REP031,P05,R04,0
S0010764,2024-04-01,HCP0287,REP039,P05,R04,4
S0007689,2024-04-01,HCP0205,REP021,P05,R03,2
S0016862,2024-09-01,HCP0453,REP036,P01,R05,1
S0006497,2024-07-01,HCP0171,REP036,P02,R05,5
S0020763,2024-02-01,HCP0561,REP021,P05,R03,4
S0008448,2024-06-01,HCP0225,REP020,P04,R04,17
S0021839,2024-06-01,HCP0590,REP008,P05,R04,7
S0018901,2024-07-01,HCP0508,REP016,P02,R05,2
S0008076,2024-12-01,HCP0215,REP020,P01,R04,24
S0014636,2024-04-01,HCP0392,REP007,P04,R04,2
S0018253,2024-07-01,HCP0491,REP036,P04,R05,9
S0013162,2024-06-01,HCP0349,REP036,P03,R05,2
S0006965,2024-11-01,HCP0185,REP036,P01,R05,1
S0015007,2024-11-01,HCP0404,REP005,P01,R02,6
S0006480,2024-12-01,HCP0170,REP018,P03,R05,9
S0004712,2024-04-01,HCP0124,REP021,P04,R03,1
S0019230,2024-10-01,HCP0518,REP036,P03,R05,1
S0018552,2024-03-01,HCP0499,REP011,P04,R05,2
S0012477,2024-08-01,HCP0331,REP020,P01,R04,6
S0000990,2024-01-01,HCP0026,REP026,P01,R04,8
S0021156,2024-01-01,HCP0571,REP021,P03,R03,3
S0002683,2024-12-01,HCP0071,REP037,P01,R01,9
S0017012,2024-04-01,HCP0456,REP001,P04,R03,11
S0002509,2024-02-01,HCP0065,REP036,P02,R05,2
S0016469,2024-11-01,HCP0442,REP021,P05,R03,3
S0009703,2024-06-01,HCP0258,REP009,P05,R04,0
S0004315,2024-06-01,HCP0114,REP028,P04,R04,12
S0017753,2024-05-01,HCP0477,REP034,P03,R01,2
S0017178,2024-08-01,HCP0461,REP020,P04,R04,7
S0005357,2024-11-01,HCP0142,REP027,P04,R02,3
S0006640,2024-12-01,HCP0174,REP037,P04,R01,7
S0005973,2024-12-01,HCP0158,REP029,P02,R04,1
S0009437,2024-06-01,HCP0252,REP011,P01,R05,1
S0003735,2024-05-01,HCP0098,REP005,P03,R02,2
S0004517,2024-04-01,HCP0119,REP007,P03,R04,6
S0011197,2024-01-01,HCP0299,REP011,P05,R05,1
S0012314,2024-11-01,HCP0326,REP033,P03,R01,7
S0007788,2024-02-01,HCP0208,REP013,P02,R02,8
S0020647,2024-12-01,HCP0557,REP033,P05,R01,9
S0013188,2024-11-01,HCP0350,REP018,P01,R05,2
S0020898,2024-11-01,HCP0564,REP034,P04,R01,5
S0010950,2024-11-01,HCP0292,REP020,P04,R04,0
S0001877,2024-09-01,HCP0050,REP030,P04,R03,7
S0016100,2024-06-01,HCP0432,REP016,P04,R05,8
S0003824,2024-03-01,HCP0101,REP021,P01,R03,1
S0005263,2024-12-01,HCP0140,REP020,P01,R04,8
S0008447,2024-05-01,HCP0225,REP020,P04,R04,6
S0017200,2024-06-01,HCP0462,REP007,P03,R04,5
S0012704,2024-04-01,HCP0337,REP026,P05,R04,2
S0011164,2024-04-01,HCP0299,REP011,P01,R05,2
S0005160,2024-10-01,HCP0137,REP013,P05,R02,3
S0020295,2024-05-01,HCP0547,REP003,P04,R01,5
S0017574,2024-08-01,HCP0472,REP034,P01,R05,6
S0000760,2024-10-01,HCP0020,REP011,P02,R05,4
S0005482,2024-09-01,HCP0146,REP020,P01,R04,8
S0000655,2024-07-01,HCP0017,REP011,P03,R05,1
S0019662,2024-03-01,HCP0530,REP014,P01,R01,6
S0014702,2024-01-01,HCP0394,REP004,P03,R02,12
S0005813,2024-02-01,HCP0155,REP018,P01,R05,6
S0005289,2024-02-01,HCP0140,REP020,P04,R04,4
S0002893,2024-10-01,HCP0076,REP035,P04,R03,3
S0016180,2024-11-01,HCP0434,REP037,P04,R01,10
S0020865,2024-09-01,HCP0563,REP038,P04,R03,1
S0015819,2024-11-01,HCP0424,REP021,P04,R03,1
S0005637,2024-10-01,HCP0149,REP020,P05,R04,4
S0009613,2024-04-01,HCP0256,REP020,P04,R04,0
S0003045,2024-08-01,HCP0080,REP019,P01,R03,1
S0020339,2024-02-01,HCP0548,REP008,P04,R04,3
S0010784,2024-12-01,HCP0288,REP022,P02,R02,1
S0008521,2024-10-01,HCP0227,REP011,P03,R05,1
S0018454,2024-12-01,HCP0497,REP013,P03,R02,4
S0008446,2024-04-01,HCP0225,REP020,P04,R04,6
S0017987,2024-12-01,HCP0483,REP008,P05,R04,2
S0007319,2024-01-01,HCP0195,REP001,P01,R03,5
S0006160,2024-04-01,HCP0162,REP038,P04,R03,6
S0013516,2024-10-01,HCP0359,REP033,P02,R01,2
S0022105,2024-11-01,HCP0597,REP009,P02,R04,5
S0015322,2024-04-01,HCP0411,REP038,P04,R03,3
S0012570,2024-11-01,HCP0333,REP001,P03,R03,3
S0006023,2024-04-01,HCP0159,REP024,P04,R05,3
S0005093,2024-02-01,HCP0135,REP020,P03,R04,14
S0014975,2024-01-01,HCP0403,REP035,P04,R03,6
S0013570,2024-05-01,HCP0360,REP037,P05,R01,3
S0011212,2024-04-01,HCP0300,REP001,P01,R03,9
S0011222,2024-02-01,HCP0300,REP001,P02,R03,2
S0017308,2024-01-01,HCP0465,REP022,P01,R02,2
S0021613,2024-07-01,HCP0585,REP002,P02,R03,2
S0020950,2024-03-01,HCP0566,REP034,P02,R01,2
S0017844,2024-06-01,HCP0480,REP009,P04,R04,3
S0001132,2024-06-01,HCP0030,REP022,P03,R02,4
S0011211,2024-03-01,HCP0300,REP001,P01,R03,14
S0011138,2024-10-01,HCP0298,REP018,P02,R05,3
S0003660,2024-12-01,HCP0095,REP033,P05,R01,14
S0003327,2024-09-01,HCP0088,REP026,P05,R04,1
S0009466,2024-01-01,HCP0252,REP011,P05,R05,3
S0015034,2024-02-01,HCP0405,REP032,P01,R02,13
S0020290,2024-11-01,HCP0547,REP003,P03,R01,2
S0002664,2024-03-01,HCP0070,REP003,P03,R01,6
S0021375,2024-02-01,HCP0578,REP030,P04,R03,5
S0005379,2024-09-01,HCP0143,REP010,P01,R02,14
S0010013,2024-05-01,HCP0267,REP018,P02,R05,6
S0009555,2024-04-01,HCP0255,REP009,P01,R04,5
S0019001,2024-06-01,HCP0510,REP006,P05,R02,6
S0016706,2024-04-01,HCP0449,REP020,P05,R04,1
S0005534,2024-01-01,HCP0147,REP011,P02,R05,1
S0011674,2024-08-01,HCP0310,REP036,P05,R05,2
S0000005,2024-05-01,HCP0001,REP011,P01,R05,1
S0014448,2024-04-01,HCP0387,REP008,P01,R04,1
S0004153,2024-08-01,HCP0110,REP003,P01,R01,2
S0013842,2024-01-01,HCP0369,REP020,P03,R04,6
S0001928,2024-01-01,HCP0052,REP036,P02,R05,3
S0017866,2024-04-01,HCP0481,REP026,P02,R04,7
S0014133,2024-09-01,HCP0376,REP021,P05,R03,6
S0020921,2024-10-01,HCP0565,REP004,P03,R02,4
S0017644,2024-10-01,HCP0474,REP014,P02,R01,1
S0010380,2024-04-01,HCP0278,REP001,P04,R03,3
S0002881,2024-10-01,HCP0076,REP035,P02,R03,3
S0005840,2024-09-01,HCP0155,REP018,P04,R05,2
S0003382,2024-06-01,HCP0090,REP037,P01,R01,4
S0013563,2024-10-01,HCP0360,REP037,P04,R01,10
S0009495,2024-10-01,HCP0253,REP001,P03,R03,2
S0017129,2024-04-01,HCP0460,REP036,P03,R05,3
S0015635,2024-06-01,HCP0420,REP011,P04,R05,0
S0004958,2024-04-01,HCP0131,REP026,P01,R04,3
S0013029,2024-10-01,HCP0346,REP026,P01,R04,4
S0018858,2024-07-01,HCP0507,REP016,P02,R05,4
S0020496,2024-09-01,HCP0552,REP007,P05,R04,0
S0011306,2024-04-01,HCP0302,REP005,P01,R02,6
S0016196,2024-05-01,HCP0435,REP005,P03,R02,5
S0005721,2024-03-01,HCP0152,REP021,P01,R03,3
S0012072,2024-10-01,HCP0320,REP025,P04,R02,3
S0004621,2024-04-01,HCP0122,REP018,P03,R05,6
S0000943,2024-01-01,HCP0025,REP003,P01,R01,1
S0021181,2024-03-01,HCP0572,REP035,P02,R03,1
S0003236,2024-05-01,HCP0085,REP033,P04,R01,6
S0020413,2024-07-01,HCP0550,REP016,P05,R05,0
S0003258,2024-03-01,HCP0087,REP003,P02,R01,2
S0019440,2024-09-01,HCP0524,REP011,P01,R05,4
S0019212,2024-04-01,HCP0518,REP036,P02,R05,3
S0008369,2024-09-01,HCP0224,REP017,P01,R02,27
S0008628,2024-12-01,HCP0230,REP012,P02,R01,1
S0016319,2024-11-01,HCP0438,REP008,P05,R04,2
S0015242,2024-11-01,HCP0409,REP003,P03,R01,1
S0000309,2024-02-01,HCP0009,REP027,P04,R02,14
S0016044,2024-10-01,HCP0430,REP039,P04,R04,2
S0001566,2024-08-01,HCP0042,REP037,P04,R01,6
S0012157,2024-01-01,HCP0323,REP038,P03,R03,2
S0006728,2024-08-01,HCP0177,REP013,P03,R02,10
S0002136,2024-12-01,HCP0057,REP011,P04,R05,1
S0017167,2024-09-01,HCP0461,REP020,P03,R04,0
S0010862,2024-11-01,HCP0290,REP025,P04,R02,4
S0020946,2024-11-01,HCP0566,REP034,P01,R01,9
S0021837,2024-04-01,HCP0590,REP008,P05,R04,5
S0017111,2024-10-01,HCP0459,REP001,P03,R03,6
S0013170,2024-03-01,HCP0349,REP036,P05,R05,1
S0018745,2024-06-01,HCP0504,REP034,P03,R01,2
S0003875,2024-09-01,HCP0102,REP031,P01,R04,13
S0019527,2024-02-01,HCP0526,REP034,P03,R01,3
S0007394,2024-06-01,HCP0196,REP033,P05,R01,7
S0002277,2024-12-01,HCP0060,REP011,P03,R05,1
S0007073,2024-01-01,HCP0187,REP038,P04,R03,3
S0015023,2024-03-01,HCP0404,REP005,P05,R02,4
S0012818,2024-03-01,HCP0340,REP018,P01,R05,6
S0017561,2024-07-01,HCP0471,REP020,P05,R04,3
S0013525,2024-08-01,HCP0360,REP037,P01,R01,3
S0019569,2024-10-01,HCP0527,REP002,P01,R03,3
S0017732,2024-08-01,HCP0477,REP034,P01,R01,7
S0021041,2024-12-01,HCP0568,REP034,P04,R01,4
S0002624,2024-10-01,HCP0068,REP027,P05,R02,2
S0005919,2024-12-01,HCP0157,REP014,P02,R01,3
S0012765,2024-09-01,HCP0338,REP012,P05,R01,3
S0008535,2024-12-01,HCP0227,REP011,P04,R05,8
S0021370,2024-09-01,HCP0578,REP030,P02,R03,1
S0000232,2024-08-01,HCP0007,REP019,P01,R03,11
S0008372,2024-12-01,HCP0224,REP017,P01,R02,5
S0016351,2024-07-01,HCP0439,REP034,P03,R01,5
S0000738,2024-11-01,HCP0019,REP005,P03,R02,3
S0002839,2024-02-01,HCP0074,REP037,P05,R01,11
S0016820,2024-12-01,HCP0452,REP005,P01,R02,6
S0008217,2024-06-01,HCP0220,REP014,P01,R01,4
S0021899,2024-01-01,HCP0592,REP036,P05,R05,3
S0014058,2024-11-01,HCP0374,REP038,P04,R03,4
S0014880,2024-05-01,HCP0400,REP017,P01,R02,25
S0014250,2024-08-01,HCP0381,REP023,P01,R04,4
S0017754,2024-06-01,HCP0477,REP034,P03,R01,3
S0022225,2024-01-01,HCP0600,REP038,P03,R03,5
S0008302,2024-12-01,HCP0222,REP017,P03,R02,15
S0005706,2024-11-01,HCP0151,REP017,P04,R02,6
S0018414,2024-05-01,HCP0496,REP011,P04,R05,3
S0009514,2024-08-01,HCP0254,REP026,P01,R04,4
S0005936,2024-06-01,HCP0157,REP014,P04,R01,5
S0010188,2024-05-01,HCP0272,REP009,P05,R04,1
S0006496,2024-06-01,HCP0171,REP036,P02,R05,2
S0000756,2024-06-01,HCP0020,REP011,P02,R05,0
S0016551,2024-12-01,HCP0444,REP031,P04,R04,2
S0021632,2024-04-01,HCP0586,REP002,P02,R03,1
S0008120,2024-02-01,HCP0217,REP021,P03,R03,3
S0016715,2024-02-01,HCP0450,REP011,P01,R05,3
S0015803,2024-06-01,HCP0424,REP021,P02,R03,11
S0008993,2024-04-01,HCP0239,REP037,P01,R01,2
S0019439,2024-08-01,HCP0524,REP011,P01,R05,5
S0018496,2024-06-01,HCP0498,REP020,P02,R04,6
S0013694,2024-11-01,HCP0364,REP021,P01,R03,22
S0006201,2024-06-01,HCP0164,REP005,P03,R02,3
S0017858,2024-08-01,HCP0480,REP009,P05,R04,6
S0000070,2024-01-01,HCP0003,REP036,P01,R05,2
S0005368,2024-10-01,HCP0142,REP027,P05,R02,2
S0008085,2024-10-01,HCP0215,REP020,P04,R04,5
S0015048,2024-04-01,HCP0405,REP032,P02,R02,9
S0016553,2024-02-01,HCP0445,REP001,P01,R03,3
S0014602,2024-02-01,HCP0391,REP025,P04,R02,6
S0005683,2024-10-01,HCP0151,REP017,P02,R02,5
S0021400,2024-04-01,HCP0579,REP002,P01,R03,5
S0015654,2024-04-01,HCP0421,REP025,P02,R02,10
S0022254,2024-06-01,HCP0600,REP038,P05,R03,3
S0013363,2024-12-01,HCP0354,REP001,P04,R03,7
S0001681,2024-10-01,HCP0044,REP011,P04,R05,2
S0007558,2024-12-01,HCP0201,REP018,P03,R05,1
S0008570,2024-11-01,HCP0228,REP019,P03,R03,3
S0009662,2024-12-01,HCP0257,REP007,P04,R04,12
S0015735,2024-08-01,HCP0422,REP039,P04,R04,5
S0005962,2024-12-01,HCP0158,REP029,P01,R04,3
S0002604,2024-11-01,HCP0067,REP033,P04,R01,5
S0021303,2024-12-01,HCP0574,REP023,P04,R04,4
S0013868,2024-04-01,HCP0369,REP020,P05,R04,4
S0007869,2024-05-01,HCP0210,REP025,P01,R02,12
S0001270,2024-05-01,HCP0034,REP026,P03,R04,9
S0005414,2024-08-01,HCP0143,REP010,P05,R02,4
S0013734,2024-04-01,HCP0365,REP038,P02,R03,16
S0012698,2024-10-01,HCP0337,REP026,P02,R04,1
S0018202,2024-05-01,HCP0490,REP034,P04,R01,0
S0016835,2024-04-01,HCP0452,REP005,P04,R02,2
S0012423,2024-11-01,HCP0329,REP020,P04,R04,4
S0006999,2024-02-01,HCP0186,REP018,P01,R05,2
S0020845,2024-05-01,HCP0563,REP038,P02,R03,7
S0011284,2024-06-01,HCP0301,REP009,P03,R04,1
S0010919,2024-01-01,HCP0292,REP020,P01,R04,2
S0008670,2024-08-01,HCP0231,REP034,P02,R01,1
S0021550,2024-02-01,HCP0583,REP021,P02,R03,2
S0009046,2024-11-01,HCP0240,REP014,P02,R01,4
S0019315,2024-04-01,HCP0520,REP020,P05,R04,5
S0018752,2024-01-01,HCP0504,REP034,P04,R01,11
S0005128,2024-02-01,HCP0137,REP013,P02,R02,1
S0009328,2024-01-01,HCP0249,REP013,P02,R02,7
S0001546,2024-10-01,HCP0042,REP037,P02,R01,2
S0000740,2024-01-01,HCP0020,REP011,P01,R05,4
S0011573,2024-09-01,HCP0308,REP020,P02,R04,3
S0010876,2024-01-01,HCP0291,REP012,P01,R01,1
S0001675,2024-04-01,HCP0044,REP011,P04,R05,1
S0016122,2024-09-01,HCP0433,REP001,P03,R03,2
S0002568,2024-10-01,HCP0067,REP033,P01,R01,5
S0006985,2024-09-01,HCP0185,REP036,P03,R05,1
S0006796,2024-06-01,HCP0179,REP034,P05,R01,7
S0004733,2024-01-01,HCP0125,REP012,P02,R01,4
S0000774,2024-12-01,HCP0020,REP011,P04,R05,1
S0008522,2024-11-01,HCP0227,REP011,P03,R05,2
S0020907,2024-08-01,HCP0565,REP004,P02,R02,18
S0000019,2024-08-01,HCP0001,REP011,P02,R05,1
S0002245,2024-02-01,HCP0060,REP011,P01,R05,1
S0003204,2024-09-01,HCP0085,REP033,P01,R01,6
S0007289,2024-06-01,HCP0193,REP001,P05,R03,4
S0005205,2024-02-01,HCP0139,REP017,P01,R02,14
S0013709,2024-02-01,HCP0364,REP021,P03,R03,2
S0006924,2024-12-01,HCP0183,REP036,P04,R05,1
S0018830,2024-01-01,HCP0506,REP039,P04,R04,17
S0011999,2024-08-01,HCP0319,REP037,P01,R01,6
S0011198,2024-02-01,HCP0299,REP011,P05,R05,2
S0013969,2024-10-01,HCP0371,REP024,P04,R05,0
S0019234,2024-02-01,HCP0518,REP036,P04,R05,3
S0012922,2024-10-01,HCP0342,REP024,P05,R05,1
S0006666,2024-04-01,HCP0175,REP001,P03,R03,4
S0003241,2024-10-01,HCP0085,REP033,P04,R01,3
S0003310,2024-01-01,HCP0088,REP026,P04,R04,1
S0010359,2024-04-01,HCP0277,REP019,P04,R03,9
S0000364,2024-01-01,HCP0011,REP018,P02,R05,1
S0011018,2024-12-01,HCP0294,REP013,P01,R02,6
S0011790,2024-10-01,HCP0313,REP020,P02,R04,2
S0004727,2024-07-01,HCP0125,REP012,P01,R01,6
S0008739,2024-02-01,HCP0233,REP018,P05,R05,1
S0001642,2024-04-01,HCP0044,REP011,P01,R05,3
S0020954,2024-07-01,HCP0566,REP034,P02,R01,1
S0001173,2024-01-01,HCP0031,REP018,P04,R05,4
S0004501,2024-11-01,HCP0118,REP034,P04,R01,9
S0013466,2024-01-01,HCP0358,REP039,P01,R04,4
S0020722,2024-08-01,HCP0559,REP004,P05,R02,1
S0003365,2024-11-01,HCP0089,REP011,P04,R05,7
S0016637,2024-06-01,HCP0448,REP035,P02,R03,10
S0012666,2024-12-01,HCP0336,REP018,P03,R05,3
S0001411,2024-08-01,HCP0038,REP036,P02,R05,3
S0012480,2024-11-01,HCP0331,REP020,P01,R04,9
S0006667,2024-05-01,HCP0175,REP001,P03,R03,5
S0011333,2024-09-01,HCP0302,REP005,P05,R02,3
S0014901,2024-02-01,HCP0401,REP007,P01,R04,5
S0002132,2024-08-01,HCP0057,REP011,P04,R05,10
S0001798,2024-08-01,HCP0048,REP012,P04,R01,2
S0015379,2024-05-01,HCP0412,REP035,P05,R03,1
S0007728,2024-11-01,HCP0206,REP039,P05,R04,5
S0004576,2024-05-01,HCP0120,REP021,P04,R03,11
S0005191,2024-07-01,HCP0138,REP018,P03,R05,5
S0008168,2024-08-01,HCP0218,REP033,P03,R01,3
S0015733,2024-05-01,HCP0422,REP039,P04,R04,3
S0012411,2024-11-01,HCP0329,REP020,P02,R04,4
S0000524,2024-02-01,HCP0015,REP003,P01,R01,10
S0003090,2024-09-01,HCP0082,REP034,P01,R01,1
S0011620,2024-11-01,HCP0309,REP004,P02,R02,6
S0001997,2024-07-01,HCP0053,REP033,P05,R01,2
S0011820,2024-05-01,HCP0314,REP029,P03,R04,4
S0011603,2024-04-01,HCP0309,REP004,P01,R02,12
S0002832,2024-07-01,HCP0074,REP037,P04,R01,9
S0008270,2024-03-01,HCP0221,REP036,P04,R05,5
S0007490,2024-01-01,HCP0200,REP037,P01,R01,4
S0022144,2024-04-01,HCP0598,REP035,P03,R03,1
S0018299,2024-07-01,HCP0493,REP036,P01,R05,1
S0019537,2024-01-01,HCP0526,REP034,P04,R01,16
S0001300,2024-01-01,HCP0035,REP005,P02,R02,17
S0006274,2024-10-01,HCP0166,REP010,P01,R02,7
S0005500,2024-03-01,HCP0146,REP020,P03,R04,6
S0006448,2024-09-01,HCP0169,REP018,P04,R05,3
S0015614,2024-09-01,HCP0419,REP018,P04,R05,6
S0015127,2024-08-01,HCP0407,REP011,P01,R05,1
S0010152,2024-04-01,HCP0271,REP029,P03,R04,12
S0007068,2024-08-01,HCP0187,REP038,P02,R03,3
S0019708,2024-01-01,HCP0532,REP030,P02,R03,1
S0017563,2024-09-01,HCP0471,REP020,P05,R04,1
S0015117,2024-07-01,HCP0406,REP017,P05,R01,4
S0008748,2024-01-01,HCP0234,REP021,P01,R03,6
S0005681,2024-08-01,HCP0151,REP017,P02,R02,5
S0011550,2024-09-01,HCP0307,REP021,P05,R03,4
S0001538,2024-01-01,HCP0042,REP037,P02,R01,1
S0022220,2024-08-01,HCP0600,REP038,P01,R03,2
S0018131,2024-09-01,HCP0489,REP001,P02,R03,5
S0005556,2024-03-01,HCP0147,REP011,P05,R05,0
S0003011,2024-09-01,HCP0079,REP008,P02,R04,13
S0007329,2024-11-01,HCP0195,REP001,P01,R03,2
S0012487,2024-06-01,HCP0331,REP020,P03,R04,6
S0004186,2024-10-01,HCP0111,REP030,P01,R03,8
S0015147,2024-06-01,HCP0407,REP011,P04,R05,3
S0009550,2024-11-01,HCP0254,REP026,P05,R04,2
S0011497,2024-04-01,HCP0307,REP021,P01,R03,5
S0013648,2024-01-01,HCP0363,REP034,P02,R01,1
S0021610,2024-04-01,HCP0585,REP002,P02,R03,7
S0021927,2024-10-01,HCP0593,REP037,P02,R01,2
S0021253,2024-10-01,HCP0573,REP035,P05,R03,1
S0013148,2024-04-01,HCP0349,REP036,P02,R05,6
S0004583,2024-01-01,HCP0120,REP021,P05,R03,3
S0022221,2024-09-01,HCP0600,REP038,P01,R03,3
S0007368,2024-04-01,HCP0196,REP033,P02,R01,11
S0010682,2024-02-01,HCP0285,REP019,P04,R03,9
S0000144,2024-12-01,HCP0004,REP036,P03,R05,2
S0017063,2024-09-01,HCP0458,REP004,P04,R02,20
S0020227,2024-08-01,HCP0546,REP022,P03,R02,10
S0009345,2024-06-01,HCP0249,REP013,P03,R02,3
S0014142,2024-07-01,HCP0377,REP003,P01,R01,5
S0001213,2024-05-01,HCP0032,REP003,P03,R01,2
S0016506,2024-12-01,HCP0443,REP037,P05,R01,3
S0009262,2024-11-01,HCP0246,REP036,P04,R05,4
S0014087,2024-05-01,HCP0375,REP032,P03,R02,1
S0018948,2024-01-01,HCP0509,REP011,P04,R05,7
S0005995,2024-10-01,HCP0158,REP029,P04,R04,5
S0004273,2024-10-01,HCP0113,REP003,P02,R01,5
S0014924,2024-06-01,HCP0401,REP007,P03,R04,3
S0018895,2024-12-01,HCP0508,REP016,P01,R05,11
S0000787,2024-02-01,HCP0021,REP037,P01,R01,13
S0011050,2024-11-01,HCP0295,REP029,P03,R04,1
S0014786,2024-01-01,HCP0396,REP018,P03,R05,3
S0017257,2024-06-01,HCP0463,REP035,P05,R03,1
S0015793,2024-08-01,HCP0424,REP021,P01,R03,9
S0012380,2024-11-01,HCP0328,REP007,P03,R04,1
S0007854,2024-01-01,HCP0209,REP018,P05,R05,0
S0021009,2024-04-01,HCP0567,REP026,P04,R04,1
S0018539,2024-01-01,HCP0499,REP011,P03,R05,5
S0013017,2024-10-01,HCP0345,REP030,P04,R03,5
S0014874,2024-11-01,HCP0399,REP020,P05,R04,12
S0014260,2024-06-01,HCP0381,REP023,P02,R04,4
S0004627,2024-11-01,HCP0122,REP018,P03,R05,0
S0016642,2024-11-01,HCP0448,REP035,P02,R03,4
S0019571,2024-01-01,HCP0527,REP002,P02,R03,6
S0000155,2024-12-01,HCP0004,REP036,P04,R05,5
S0011469,2024-09-01,HCP0306,REP011,P02,R05,3
S0022141,2024-12-01,HCP0597,REP009,P05,R04,3
S0008056,2024-12-01,HCP0214,REP036,P04,R05,8
S0021538,2024-02-01,HCP0583,REP021,P01,R03,2
S0008927,2024-02-01,HCP0237,REP003,P04,R01,4
S0000157,2024-02-01,HCP0004,REP036,P05,R05,1
S0003086,2024-05-01,HCP0082,REP034,P01,R01,3
S0001553,2024-05-01,HCP0042,REP037,P03,R01,1
S0013394,2024-01-01,HCP0356,REP034,P03,R01,5
S0000557,2024-11-01,HCP0015,REP003,P03,R01,3
S0002149,2024-01-01,HCP0058,REP026,P03,R04,3
S0011988,2024-08-01,HCP0318,REP039,P05,R04,8
S0000496,2024-10-01,HCP0014,REP018,P03,R05,7
S0019220,2024-12-01,HCP0518,REP036,P02,R05,3
S0002322,2024-12-01,HCP0061,REP021,P03,R03,2
S0000152,2024-08-01,HCP0004,REP036,P04,R05,1
S0019172,2024-05-01,HCP0516,REP024,P03,R05,2
S0018697,2024-03-01,HCP0503,REP012,P03,R01,1
S0001365,2024-07-01,HCP0037,REP003,P01,R01,12
S0015697,2024-01-01,HCP0422,REP039,P01,R04,3
S0003721,2024-03-01,HCP0098,REP005,P02,R02,3
S0007128,2024-12-01,HCP0188,REP034,P04,R01,4
S0009534,2024-06-01,HCP0254,REP026,P04,R04,11
S0005472,2024-10-01,HCP0145,REP029,P05,R04,6
S0017994,2024-07-01,HCP0484,REP018,P01,R05,6
S0004824,2024-11-01,HCP0127,REP009,P04,R04,9
S0015480,2024-02-01,HCP0415,REP014,P05,R01,2
S0012654,2024-11-01,HCP0336,REP018,P02,R05,2
S0004137,2024-04-01,HCP0109,REP021,P04,R03,5
S0012389,2024-09-01,HCP0328,REP007,P04,R04,6
S0002122,2024-09-01,HCP0057,REP011,P03,R05,2
S0006859,2024-01-01,HCP0181,REP013,P04,R02,12
S0000993,2024-04-01,HCP0026,REP026,P01,R04,1
S0013274,2024-03-01,HCP0352,REP027,P04,R02,3
S0015872,2024-05-01,HCP0425,REP003,P04,R01,6
S0016150,2024-05-01,HCP0434,REP037,P02,R01,3
S0019840,2024-07-01,HCP0535,REP035,P05,R03,6
S0015631,2024-11-01,HCP0420,REP011,P02,R05,1
S0007367,2024-02-01,HCP0196,REP033,P02,R01,6
S0020883,2024-07-01,HCP0564,REP034,P02,R01,2
S0003566,2024-02-01,HCP0094,REP036,P01,R05,4
S0005841,2024-10-01,HCP0155,REP018,P04,R05,5
S0021509,2024-07-01,HCP0582,REP011,P02,R05,7
S0012862,2024-01-01,HCP0341,REP003,P04,R01,4
S0008912,2024-10-01,HCP0237,REP003,P02,R01,5
S0004152,2024-07-01,HCP0110,REP003,P01,R01,10
S0016076,2024-10-01,HCP0431,REP036,P02,R05,0
S0014272,2024-06-01,HCP0381,REP023,P03,R04,2
S0014131,2024-06-01,HCP0376,REP021,P05,R03,4
S0021934,2024-05-01,HCP0593,REP037,P05,R01,4
S0013503,2024-09-01,HCP0359,REP033,P01,R01,1
