call_id,rep_id,hcp_id,call_date,call_type,duration_min
C005183,REP024,HCP0325,2024-12-18,Virtual,11.6
C008395,REP038,HCP0412,14-Jan-2024,In-Person,
C000342,REP002,HCP0345,12/18/2024,In-Person,21.2
C003702,REP018,HCP0419,07/31/2024,Virtual,20.0
C004244,REP020,HCP0292,04/11/2024,In-Person,16.9
C000689,REP004,HCP0182,02/29/2024,In-Person,4.8
C003433,REP017,HCP0511,18-May-2024,Phone,21.8
C005204,REP024,HCP0261,09-Apr-2024,Phone,13.6
C004945,REP022,HCP0036,11/01/2024,Virtual,9.2
C000967,REP005,HCP0137,09/19/2024,Phone,13.6
C003121,REP014,HCP0363,06-Jul-2024,In-Person,8.4
C008443,REP038,HCP0307,2024-11-26,In-Person,17.6
C002204,REP011,HCP0581,2024-06-22,  Virtual,12.7
C002714,REP013,HCP0036,12-Sep-2024,Virtual,8.0
C004758,REP022,HCP0027,21-Jun-2024,In-Person,11.7
C005099,REP023,HCP0224,2024-06-29,In-Person,7.7
C008329,REP037,HCP0406,2024-04-25,Phone ,15.0
C008499,REP038,HCP0489,14-Dec-2024,Virtual,24.3
C006321,REP029,HCP0132,09/17/2024,Virtual,11.1
C005281,REP024,HCP0128,01/26/2024,Phone,10.1
C005976,REP027,HCP0181,2024-05-20,Virtual,22.4
C003573,REP017,HCP0488,01/12/2024,In-Person,21.7
C004806,REP022,HCP0274,11/18/2024,In-Person,18.2
C005300,REP024,HCP0524,2024-09-07,In-Person,9.0
C001991,REP010,HCP0394,2024-06-30,In-Person ,6.6
C004121,REP020,HCP0331,2024-11-25,In-Person,7.2
C004760,REP022,HCP0598,27-Sep-2024,In-Person,20.3
C007849,REP036,HCP0496,14-Mar-2024,In-Person,19.2
C005299,REP024,HCP0252,2024-08-26,In-Person,7.8
C008293,REP037,HCP0074,16-Feb-2024,In-Person,12.6
C004972,REP022,HCP0190,2024-11-17,In-Person,16.9
C000955,REP005,HCP0375,01/02/2024,  Virtual,4.4
C005035,REP023,HCP0534,04/14/2024,Virtual,5.3
C006784,REP031,HCP0102,2024-08-13,In-Person,
C003601,REP017,HCP0222,2024-11-12,In-Person,10.7
C006491,REP030,HCP0285,02/05/2024,In-Person,25.9
C008493,REP038,HCP0553,04-Feb-2024,Phone,26.2
C000475,REP003,HCP0330,2024-08-18,In-Person,20.9
C007887,REP036,HCP0431,02/14/2024,In-Person,5.7
C000386,REP002,HCP0549,04/20/2024,In-Person,26.3
C002123,REP010,HCP0249,2024-06-07,In-Person,25.4
C001626,REP008,HCP0146,01/25/2024,In-Person,23.1
C000537,REP003,HCP0009,07/23/2024,Virtual,25.5
C006388,REP029,HCP0086,28-Jun-2024,Virtual,
C008584,REP039,HCP0502,07/20/2024,Virtual,21.2
C005033,REP023,HCP0329,12/29/2024,In-Person,18.1
C004213,REP020,HCP0255,2024-10-02,In-Person,23.8
C006457,REP029,HCP0206,10/24/2024,Virtual,17.9
C003508,REP017,HCP0263,06-Jan-2024,In-Person,20.8
C000202,REP001,HCP0549,05-Mar-2024,Virtual,9.8
C007305,REP033,HCP0187,11-Jan-2024,Virtual,7.0
C001333,REP006,HCP0019,26-Nov-2024,In-Person,24.2
C007113,REP032,HCP0098,2024-06-12,In-Person,16.7
C003503,REP017,HCP0274,2024-11-30,Virtual,15.3
C002709,REP013,HCP0182,2024-08-25,Virtual,30.5
C006031,REP027,HCP0002,07/06/2024,In-Person,11.0
C005032,REP023,HCP0058,09/27/2024,In-Person,11.4
C006515,REP030,HCP0442,01/17/2024,Virtual,10.2
C004663,REP021,HCP0418,20-Jan-2024,In-Person,24.9
C004022,REP019,HCP0311,04-Oct-2024,In-Person,16.0
C001855,REP009,HCP0522,29-Sep-2024,Virtual,24.8
C008394,REP038,HCP0498,29-Sep-2024,Virtual,23.4
C002873,REP013,HCP0421,01-Jun-2024,Virtual ,20.6
C003031,REP014,HCP0315,2024-11-08,Phone,7.8
C001206,REP006,HCP0510,07-Jul-2024,Virtual,2.0
C006564,REP030,HCP0411,03/30/2024,In-Person,10.8
C001646,REP008,HCP0398,13-Jan-2024,In-Person,14.8
C003418,REP016,HCP0436,2024-07-06,In-Person,12.2
C003477,REP017,HCP0223,10/15/2024,Virtual,15.7
C008662,REP039,HCP0210,01/08/2024,In-Person,26.9
C002862,REP013,HCP0458,10-May-2024,Virtual,30.1
C001793,REP009,HCP0531,28-Sep-2024,In-Person,30.3
C005527,REP025,HCP0208,2024-02-27,In-Person,22.0
C006923,REP032,HCP0251,15-Mar-2024,Virtual,17.6
C003798,REP018,HCP0432,05/06/2024,In-Person,19.3
C003369,REP016,HCP0233,2024-07-26,Phone,18.3
C003368,REP016,HCP0252,11/29/2024,In-Person,14.4
C003534,REP017,HCP0229,07/31/2024,In-Person,18.6
C007197,REP033,HCP0123,2024-12-01,Phone,16.0
C008586,REP039,HCP0422,02/23/2024,In-Person,28.4
C005110,REP023,HCP0358,06/21/2024,In-Person,31.0
C006025,REP027,HCP0282,27-Jul-2024,In-Person,14.4
C003450,REP017,HCP0510,27-Sep-2024,In-Person,25.1
C000604,REP003,HCP0121,05/14/2024,Virtual ,18.9
C003057,REP014,HCP0113,02/04/2024,In-Person,25.1
C008272,REP037,HCP0588,08/06/2024,In-Person,17.4
C000127,REP001,HCP0189,04/13/2024,Virtual,13.9
C005960,REP027,HCP0161,09-May-2024,In-Person,11.5
C003877,REP018,HCP0252,06/09/2024,In-Person,21.8
C002936,REP014,HCP0194,21-Feb-2024,  Phone,16.6
C007301,REP033,HCP0202,09/17/2024,In-Person,16.5
C005444,REP025,HCP0009,2024-08-03,Phone,16.2
C007152,REP032,HCP0059,2024-08-30,Phone,13.7
C004452,REP021,HCP0203,12-May-2024,Virtual,12.2
C007148,REP032,HCP0282,15-Sep-2024,Virtual,24.6
C003532,REP017,HCP0575,14-Dec-2024,In-Person,10.6
C002731,REP013,HCP0049,08/28/2024,In-Person,18.2
C000828,REP004,HCP0371,08/10/2024,In-Person,6.5
C001640,REP008,HCP0480,2024-04-07,In-Person,30.8
C007791,REP035,HCP0542,06-May-2024,In-Person,16.1
C007137,REP032,HCP0181,02-Sep-2024,Virtual,14.3
C000985,REP005,HCP0263,2024-04-10,In-Person,15.0
C003282,REP015,HCP0559,01/01/2024,In-Person,14.9
C008412,REP038,HCP0572,2024-03-12,In-Person ,11.0
C007784,REP035,HCP0176,2024-02-21,In-Person,11.4
C002189,REP011,HCP0306,11/25/2024,Virtual,25.6
C002266,REP011,HCP0499,2024-12-08,In-Person,26.7
C002444,REP011,HCP0328,19-Dec-2024,In-Person,23.3
C000363,REP002,HCP0064,06/28/2024,In-Person,5.0
C002350,REP011,HCP0496,10-Dec-2024,In-Person ,28.3
C000346,REP002,HCP0101,06/07/2024,In-Person,
C000815,REP004,HCP0470,07/06/2024,In-Person,16.8
C006167,REP028,HCP0346,12-Nov-2024,In-Person,11.2
C004808,REP022,HCP0034,02/24/2024,In-Person,13.9
C003206,REP015,HCP0294,26-Jul-2024,In-Person,18.9
C007952,REP036,HCP0310,2024-08-28,In-Person,2.0
C002920,REP014,HCP0406,08-Sep-2024,Phone,7.0
C005962,REP027,HCP0075,2024-01-28,Virtual,9.2
C003326,REP016,HCP0252,07/13/2024,In-Person,25.3
C004107,REP020,HCP0131,05/03/2024,In-Person,19.1
C005780,REP026,HCP0383,2024-07-24,Virtual,9.6
C002117,REP010,HCP0030,06-Oct-2024,In-Person ,20.0
C007451,REP034,HCP0472,02/07/2024,In-Person,6.9
C001835,REP009,HCP0150,2024-10-17,In-Person,14.3
C000794,REP004,HCP0270,06/26/2024,In-Person,19.4
C007460,REP034,HCP0074,07/15/2024,In-Person,15.0
C001956,REP009,HCP0309,2024-02-14,Virtual ,16.2
C006899,REP031,HCP0372,05/12/2024,In-Person,15.4
C002675,REP013,HCP0511,05/28/2024,In-Person,6.7
C000095,REP001,HCP0463,2024-07-23,In-Person,35.6
C007947,REP036,HCP0508,12/07/2024,In-Person,16.1
C004226,REP020,HCP0588,05/13/2024,In-Person,13.7
C003757,REP018,HCP0577,2024-08-13,In-Person,7.3
C002892,REP013,HCP0581,06-Mar-2024,Virtual,16.6
C002372,REP011,HCP0050,09/16/2024,Phone,11.3
C008225,REP037,HCP0090,2024-06-12,Virtual,12.8
C007924,REP036,HCP0419,02-Jan-2024,Virtual,4.6
C007429,REP034,HCP0486,2024-01-07,Virtual,20.4
C008360,REP038,HCP0393,07/06/2024,Phone,5.1
C003229,REP015,HCP0151,07/19/2024,In-Person,34.3
C006159,REP028,HCP0257,2024-06-08,In-Person,2.0
C007864,REP036,HCP0031,30-Apr-2024,Virtual,27.4
C007092,REP032,HCP0207,2024-05-05,In-Person,21.8
C006360,REP029,HCP0114,06/13/2024,Virtual,14.6
C005997,REP027,HCP0222,04/05/2024,In-Person,19.0
C008168,REP037,HCP0051,04-Dec-2024,In-Person,26.5
C008380,REP038,HCP0241,10/26/2024,Phone,17.9
C007327,REP033,HCP0136,03/03/2024,In-Person,13.5
C006029,REP027,HCP0270,2024-07-02,In-Person,10.9
C002854,REP013,HCP0024,24-Jun-2024,Phone,18.8
C008545,REP039,HCP0156,2024-08-11,Virtual,26.2
C002913,REP014,HCP0184,07/16/2024,In-Person,21.8
C001866,REP009,HCP0301,2024-01-02,In-Person,17.5
C005755,REP026,HCP0423,2024-06-19,Virtual,21.8
C004613,REP021,HCP0091,01-Sep-2024,Virtual ,20.0
C007690,REP035,HCP0176,08/13/2024,In-Person,24.8
C001858,REP009,HCP0409,03/09/2024,In-Person,5.9
C002646,REP013,HCP0024,02/09/2024,In-Person,17.6
C002244,REP011,HCP0564,04-Feb-2024,In-Person,15.8
C005374,REP025,HCP0024,04-Jan-2024,In-Person,34.2
C002337,REP011,HCP0560,2024-07-20,In-Person,19.2
C000951,REP005,HCP0035,2024-07-14,In-Person,
C007579,REP034,HCP0188,2024-01-03,In-Person,19.7
C008314,REP037,HCP0594,05-Jun-2024,Virtual,14.8
C003069,REP014,HCP0355,21-Feb-2024,Virtual,8.3
C001121,REP005,HCP0513,05-Apr-2024,Virtual,17.7
C007609,REP035,HCP0129,08/30/2024,In-Person,23.6
C002598,REP012,HCP0015,2024-03-10,Virtual,12.6
C002205,REP011,HCP0214,01-Sep-2024,Virtual ,27.5
C000420,REP002,HCP0009,2024-03-27,In-Person,5.4
C000923,REP005,HCP0565,2024-02-13,In-Person,15.5
C001255,REP006,HCP0036,2024-07-04,In-Person,5.1
C000478,REP003,HCP0443,13-May-2024,In-Person,6.4
C002036,REP010,HCP0293,2024-06-22,In-Person,34.0
C005409,REP025,HCP0068,03-Apr-2024,Phone,7.3
C005789,REP026,HCP0353,05-Jun-2024,In-Person,16.4
C005743,REP026,HCP0331,2024-08-16,Virtual,17.7
C007183,REP033,HCP0539,10-Mar-2024,In-Person,17.4
C007668,REP035,HCP0596,2024-04-19,In-Person,26.4
C005568,REP025,HCP0290,05/22/2024,In-Person,15.9
C006698,REP030,HCP0268,12/18/2024,  Phone,6.3
C001203,REP006,HCP0251,11/07/2024,In-Person ,22.0
C006535,REP030,HCP0483,2024-05-22,In-Person,25.4
C002627,REP012,HCP0009,2024-07-22,In-Person,10.6
C005766,REP026,HCP0257,01/01/2024,In-Person ,19.8
C008728,REP040,HCP0027,03-May-2024,Virtual,23.9
C001971,REP010,HCP0584,2024-01-27,In-Person,12.7
C003111,REP014,HCP0382,2024-04-14,Phone,15.5
C004019,REP019,HCP0561,06/21/2024,Virtual,20.9
C002152,REP010,HCP0404,2024-07-17,In-Person,16.7
C003688,REP017,HCP0036,06-Aug-2024,In-Person,26.5
C004917,REP022,HCP0388,2024-04-27,In-Person,25.5
C001998,REP010,HCP0229,05/19/2024,Virtual,26.5
C004034,REP019,HCP0516,16-Apr-2024,In-Person,6.4
C004599,REP021,HCP0234,2024-12-01,  Virtual,19.1
C003055,REP014,HCP0439,24-Dec-2024,Phone,16.3
C001249,REP006,HCP0069,01/20/2024,In-Person,26.6
C002193,REP011,HCP0524,14-May-2024,Virtual,18.0
C002713,REP013,HCP0488,2024-12-20,In-Person,16.8
C000993,REP005,HCP0577,2024-02-16,Virtual,14.5
C002191,REP011,HCP0245,2024-11-21,Phone,29.8
C004671,REP021,HCP0109,2024-08-22,In-Person,35.9
C005143,REP023,HCP0083,09/03/2024,Phone,17.5
C005985,REP027,HCP0488,10/06/2024,In-Person,15.4
C006566,REP030,HCP0268,2024-04-14,Virtual,21.6
C007805,REP035,HCP0460,11/29/2024,Virtual,27.5
C003763,REP018,HCP0233,14-Jan-2024,Virtual ,20.7
C006944,REP032,HCP0166,2024-02-23,Virtual,20.0
C003598,REP017,HCP0069,2024-08-13,In-Person,10.6
C004712,REP022,HCP0465,2024-06-04,Virtual,32.8
C001319,REP006,HCP0224,11-Sep-2024,Phone,15.4
C001864,REP009,HCP0256,28-Jan-2024,In-Person,15.5
C002344,REP011,HCP0175,2024-10-13,In-Person ,25.1
C002450,REP011,HCP0389,12/23/2024,In-Person,8.8
C002137,REP010,HCP0106,08-Mar-2024,In-Person,21.6
C001066,REP005,HCP0049,07/09/2024,In-Person,21.3
C005869,REP027,HCP0575,2024-05-17,Virtual,14.3
C000601,REP003,HCP0545,2024-03-24,In-Person,21.8
C004228,REP020,HCP0353,2024-07-24,In-Person,2.0
C002622,REP012,HCP0116,2024-03-23,In-Person,11.1
C007578,REP034,HCP0564,2024-03-09,Virtual,11.4
C000078,REP001,HCP0456,08/09/2024,In-Person,18.2
C007547,REP034,HCP0526,2024-10-14,Virtual,9.9
C002899,REP013,HCP0035,09/22/2024,In-Person,2.0
C006149,REP028,HCP0348,07/26/2024,Virtual,8.1
C007333,REP033,HCP0121,2024-09-03,In-Person,15.9
C004821,REP022,HCP0098,2024-07-13,Virtual,14.0
C001315,REP006,HCP0414,2024-02-21,In-Person,21.5
C008280,REP037,HCP0540,12/04/2024,In-Person,21.8
C005948,REP027,HCP0352,07/03/2024,In-Person,28.0
C006414,REP029,HCP0140,30-Dec-2024,In-Person,26.8
C008288,REP037,HCP0482,2024-08-08,Virtual,24.9
C000873,REP005,HCP0394,09-Feb-2024,In-Person,10.9
C003851,REP018,HCP0138,2024-04-14,  In-Person,13.7
C008008,REP036,HCP0003,06-Apr-2024,In-Person,
C005469,REP025,HCP0497,02/17/2024,In-Person,6.6
C005952,REP027,HCP0404,20-Jul-2024,Phone,16.5
C003644,REP017,HCP0282,27-Apr-2024,Virtual,21.6
C002966,REP014,HCP0496,02-Jun-2024,Virtual,16.2
C003392,REP016,HCP0017,07/11/2024,In-Person,30.7
C005416,REP025,HCP0316,07-Sep-2024,Virtual,21.1
C002561,REP012,HCP0054,25-Jun-2024,Virtual,31.2
C001571,REP008,HCP0506,01/09/2024,In-Person,18.7
C002636,REP012,HCP0025,2024-11-03,In-Person,23.0
C005257,REP024,HCP0450,30-Jul-2024,Phone,17.7
C003531,REP017,HCP0465,2024-08-13,Phone,10.6
C000376,REP002,HCP0093,2024-05-12,In-Person,31.5
C001909,REP009,HCP0114,18-Jan-2024,In-Person,
C004430,REP021,HCP0080,28-Jul-2024,In-Person,12.6
C001970,REP010,HCP0143,06/05/2024,Virtual,11.0
C000236,REP002,HCP0445,2024-12-07,In-Person,19.6
C004028,REP019,HCP0585,20-Nov-2024,Virtual,16.8
C006462,REP030,HCP0175,13-Aug-2024,Virtual,23.4
C001605,REP008,HCP0478,09-Apr-2024,Virtual,22.0
C007985,REP036,HCP0505,10-Apr-2024,Virtual,31.8
C001119,REP005,HCP0249,05/17/2024,In-Person ,25.5
C003678,REP017,HCP0400,2024-10-15,Phone,24.0
C003491,REP017,HCP0414,2024-06-11,Virtual,17.2
C002039,REP010,HCP0283,10/18/2024,In-Person,6.4
C007718,REP035,HCP0578,27-Apr-2024,Virtual,18.8
C006040,REP027,HCP0488,03-Dec-2024,Phone,13.8
C002959,REP014,HCP0037,05/06/2024,In-Person,31.2
C001995,REP010,HCP0381,2024-03-27,Virtual,4.8
C002825,REP013,HCP0075,2024-02-26,  In-Person,18.7
C008263,REP037,HCP0227,2024-01-14,In-Person,26.8
C002377,REP011,HCP0084,01/05/2024,Virtual,21.0
C008506,REP038,HCP0442,16-Jul-2024,Virtual,12.1
C001343,REP007,HCP0181,30-Sep-2024,In-Person,28.5
C000321,REP002,HCP0304,09/14/2024,In-Person,22.5
C001620,REP008,HCP0392,2024-04-28,Phone,13.7
C003714,REP018,HCP0420,17-Mar-2024,Virtual,12.4
C005288,REP024,HCP0539,2024-10-26,In-Person,3.9
C002061,REP010,HCP0414,02-Jul-2024,Virtual,19.2
C008868,REP040,HCP0150,2024-09-11,In-Person,13.6
C002220,REP011,HCP0147,28-Jul-2024,In-Person,8.4
C001674,REP008,HCP0257,14-May-2024,Virtual,13.9
C006039,REP027,HCP0223,03/08/2024,In-Person ,44.0
C000261,REP002,HCP0203,2024-02-27,In-Person,17.6
C008337,REP037,HCP0363,24-Jul-2024,In-Person,16.6
C002040,REP010,HCP0110,10/20/2024,Phone,19.3
C004786,REP022,HCP0024,09/10/2024,Virtual,23.0
C000902,REP005,HCP0288,11-Dec-2024,  In-Person,22.1
C003745,REP018,HCP0267,2024-10-10,In-Person,24.9
C006403,REP029,HCP0047,02/22/2024,Phone,14.0
C002027,REP010,HCP0414,2024-10-19,Virtual,26.9
C006989,REP032,HCP0543,11/18/2024,In-Person,14.9
C008036,REP036,HCP0523,05/21/2024,Virtual,19.0
C007679,REP035,HCP0050,2024-12-07,In-Person,13.1
C004235,REP020,HCP0078,2024-10-20,Phone,4.1
C001918,REP009,HCP0481,11-Jul-2024,In-Person,18.1
C001829,REP009,HCP0127,2024-06-22,In-Person,21.0
C001574,REP008,HCP0506,10/31/2024,Phone,
C004416,REP021,HCP0007,10/01/2024,In-Person,11.2
C004750,REP022,HCP0288,22-Sep-2024,Virtual,30.0
C006234,REP028,HCP0271,07/31/2024,In-Person,5.1
C008492,REP038,HCP0563,10/04/2024,In-Person,18.1
C004655,REP021,HCP0205,29-Apr-2024,In-Person,6.9
C006284,REP029,HCP0025,2024-11-20,In-Person,15.3
C004209,REP020,HCP0295,03/22/2024,Virtual,24.1
C004628,REP021,HCP0133,2024-08-09,Virtual,23.3
C000225,REP001,HCP0091,06/19/2024,In-Person,14.1
C000724,REP004,HCP0161,2024-06-27,In-Person,23.3
C008405,REP038,HCP0343,2024-03-16,In-Person,17.9
C006980,REP032,HCP0182,11/02/2024,In-Person,
C001142,REP005,HCP0302,07/16/2024,In-Person,16.5
C005530,REP025,HCP0302,2024-12-06,In-Person,
C006470,REP030,HCP0483,2024-05-11,In-Person,13.7
C005765,REP026,HCP0506,2024-06-26,In-Person,18.9
C007468,REP034,HCP0260,2024-08-10,Phone,28.2
C008382,REP038,HCP0105,11-Feb-2024,In-Person,8.0
C005555,REP025,HCP0251,26-Sep-2024,Phone,22.3
C007194,REP033,HCP0192,26-Nov-2024,Phone,21.9
C005512,REP025,HCP0164,2024-01-28,Phone,23.6
C002763,REP013,HCP0249,2024-01-09,Phone ,21.6
C000847,REP004,HCP0096,21-Aug-2024,In-Person,21.6
C004290,REP020,HCP0367,23-Jul-2024,Virtual ,18.5
C005561,REP025,HCP0470,2024-06-19,In-Person,14.1
C006718,REP030,HCP0365,05-Dec-2024,Virtual,23.9
C005043,REP023,HCP0271,06-Nov-2024,In-Person,20.6
C006118,REP028,HCP0438,08-Jan-2024,Virtual,17.6
C002552,REP012,HCP0593,06-Feb-2024,Virtual,25.1
C005726,REP026,HCP0332,12-Sep-2024,Virtual,25.2
C002929,REP014,HCP0464,04-Dec-2024,In-Person,19.8
C000118,REP001,HCP0368,08/28/2024,In-Person,18.3
C000646,REP003,HCP0338,2024-08-10,Virtual,10.7
C005967,REP027,HCP0263,12/17/2024,In-Person,20.6
C000004,REP001,HCP0553,08/08/2024,In-Person,17.3
C004171,REP020,HCP0136,2024-06-21,Virtual,12.0
C005852,REP027,HCP0225,05/23/2024,In-Person,7.9
C000468,REP003,HCP0172,2024-06-18,Virtual,7.0
C007490,REP034,HCP0136,2024-04-24,In-Person,21.6
C000006,REP001,HCP0533,22-Oct-2024,In-Person,8.4
C005343,REP025,HCP0402,07-Apr-2024,Phone,14.5
C000920,REP005,HCP0056,15-May-2024,In-Person,31.0
C002596,REP012,HCP0216,06-Mar-2024,Virtual,21.8
C004325,REP020,HCP0471,05-Nov-2024,Virtual,35.5
C001064,REP005,HCP0513,07/13/2024,Virtual,20.3
C002591,REP012,HCP0351,12/21/2024,Virtual,23.6
C000243,REP002,HCP0468,01-Jun-2024,In-Person,15.7
C007043,REP032,HCP0137,2024-09-13,Virtual,15.6
C008273,REP037,HCP0595,03-Aug-2024,In-Person,18.8
C001161,REP005,HCP0274,15-Mar-2024,In-Person,13.2
C002871,REP013,HCP0019,2024-11-16,Virtual,13.6
C003736,REP018,HCP0209,02-May-2024,  In-Person,24.2
C008497,REP038,HCP0374,2024-06-20,In-Person,15.1
C002398,REP011,HCP0306,20-Nov-2024,Virtual,20.8
C007998,REP036,HCP0310,11-Sep-2024,In-Person,21.8
C003518,REP017,HCP0402,2024-09-23,In-Person,20.3
C006987,REP032,HCP0589,2024-08-22,In-Person,12.0
C003422,REP017,HCP0391,08/13/2024,In-Person,23.8
C002564,REP012,HCP0021,02/03/2024,Phone,14.3
C006768,REP031,HCP0301,11/27/2024,Virtual,12.5
C005623,REP026,HCP0150,07/03/2024,Virtual,11.0
C001606,REP008,HCP0314,2024-06-12,In-Person,20.1
C001734,REP008,HCP0271,29-Sep-2024,In-Person,10.1
C002325,REP011,HCP0559,2024-07-26,In-Person,17.2
C002710,REP013,HCP0476,09/02/2024,In-Person,9.4
C008316,REP037,HCP0260,08/18/2024,Virtual,29.1
C001313,REP006,HCP0161,08/20/2024,Virtual,25.4
C003449,REP017,HCP0283,04/13/2024,Virtual,21.4
C003813,REP018,HCP0128,11-Sep-2024,Virtual,12.0
C006086,REP027,HCP0421,2024-08-20,Virtual,25.4
C008569,REP039,HCP0259,04/08/2024,In-Person,16.2
C002363,REP011,HCP0582,30-Aug-2024,Phone ,14.6
C001976,REP010,HCP0458,02/10/2024,In-Person,11.1
C003515,REP017,HCP0394,12/18/2024,Phone,17.0
C001762,REP009,HCP0401,06/22/2024,Virtual,25.0
C007488,REP034,HCP0046,12-Sep-2024,Virtual,19.7
C005402,REP025,HCP0575,2024-10-30,  Virtual,26.3
C002740,REP013,HCP0142,01/17/2024,In-Person,19.0
C005638,REP026,HCP0449,29-Apr-2024,Phone,2.7
C002661,REP013,HCP0294,2024-12-18,  Phone,18.3
C002473,REP012,HCP0540,29-Jan-2024,In-Person,26.9
C008799,REP040,HCP0546,28-Feb-2024,Virtual,17.6
C006739,REP031,HCP0256,09-Apr-2024,In-Person,16.8
C006892,REP031,HCP0149,2024-10-13,In-Person,-3.0
C007537,REP034,HCP0032,01/29/2024,Virtual,19.3
C004008,REP019,HCP0007,2024-09-05,In-Person,12.1
C007944,REP036,HCP0460,24-Jan-2024,In-Person,24.9
C004719,REP022,HCP0068,06/20/2024,Virtual,14.7
C006178,REP028,HCP0149,08/31/2024,Virtual,17.5
C001494,REP007,HCP0306,2024-02-21,Virtual,15.7
C004207,REP020,HCP0117,2024-05-15,In-Person,14.1
C006372,REP029,HCP0574,01/16/2024,In-Person,22.3
C002159,REP010,HCP0452,04/10/2024,In-Person,26.0
C001170,REP006,HCP0551,05/01/2024,  Phone,14.5
C008438,REP038,HCP0418,03-Dec-2024,Phone,20.3
C000233,REP002,HCP0418,2024-10-18,Virtual,16.4
C000067,REP001,HCP0280,01/14/2024,In-Person,7.8
C007562,REP034,HCP0041,2024-06-21,In-Person,5.2
C001604,REP008,HCP0562,2024-08-23,Virtual,16.6
C006169,REP028,HCP0127,24-Sep-2024,Phone,13.4
C003284,REP015,HCP0571,30-Jun-2024,In-Person,19.6
C003597,REP017,HCP0457,2024-03-10,In-Person,15.1
C006289,REP029,HCP0132,06/15/2024,Phone,17.8
C004633,REP021,HCP0335,07/02/2024,In-Person,12.1
C006956,REP032,HCP0164,06/26/2024,Virtual,20.0
C000126,REP001,HCP0335,03/28/2024,In-Person,22.7
C007642,REP035,HCP0141,03/26/2024,In-Person,14.3
C006230,REP028,HCP0393,31-Mar-2024,In-Person,22.1
C005351,REP025,HCP0177,2024-01-24,In-Person,13.8
C001297,REP006,HCP0036,02/28/2024,Phone,
C001977,REP010,HCP0455,2024-01-16,Virtual,
C008439,REP038,HCP0376,03/21/2024,In-Person,19.3
C000714,REP004,HCP0229,18-Apr-2024,Phone,19.6
C002076,REP010,HCP0287,10/22/2024,In-Person,31.8
C004581,REP021,HCP0441,11/18/2024,In-Person,19.2
C005751,REP026,HCP0390,02/13/2024,Virtual,37.2
C008153,REP037,HCP0547,2024-09-18,In-Person,18.0
C003087,REP014,HCP0095,29-May-2024,In-Person,10.2
C008254,REP037,HCP0593,23-Mar-2024,  In-Person,25.4
C006883,REP031,HCP0427,22-Jun-2024,Phone,16.3
C008283,REP037,HCP0174,20-Oct-2024,In-Person,23.6
C007674,REP035,HCP0535,2024-05-15,In-Person,9.2
C003346,REP016,HCP0432,2024-05-11,In-Person,16.7
C008173,REP037,HCP0580,01/03/2024,In-Person,18.5
C008390,REP038,HCP0171,05/15/2024,Virtual,20.5
C005871,REP027,HCP0435,2024-10-13,In-Person,15.2
C006507,REP030,HCP0448,03-May-2024,In-Person,14.8
C002798,REP013,HCP0096,03/17/2024,In-Person,17.6
C000919,REP005,HCP0575,11/29/2024,Virtual,18.6
C001647,REP008,HCP0058,12/30/2024,In-Person,10.9
C005123,REP023,HCP0258,2024-09-12,In-Person,19.8
C005127,REP023,HCP0255,2024-12-27,In-Person,25.6
C004622,REP021,HCP0289,2024-07-20,Virtual,23.8
C006810,REP031,HCP0401,04/12/2024,Phone,20.8
C000365,REP002,HCP0448,2024-11-29,Phone ,9.7
C002126,REP010,HCP0488,19-Mar-2024,In-Person,20.8
C008151,REP037,HCP0482,10-Dec-2024,Virtual,
C000056,REP001,HCP0300,09/04/2024,In-Person,
C000639,REP003,HCP0123,11/14/2024,Virtual,12.3
C000303,REP002,HCP0111,07/08/2024,In-Person,13.6
C005812,REP026,HCP0520,01/25/2024,Phone,15.4
C001277,REP006,HCP0284,2024-05-24,Phone,11.5
C004433,REP021,HCP0195,10-Feb-2024,In-Person,19.8
C003645,REP017,HCP0224,02-Oct-2024,In-Person,20.3
C004144,REP020,HCP0387,2024-08-06,In-Person,18.3
C002879,REP013,HCP0026,28-Oct-2024,Virtual,16.2
C006494,REP030,HCP0277,2024-12-06,In-Person,23.6
C005241,REP024,HCP0039,01-Jun-2024,Virtual,20.2
C008377,REP038,HCP0120,28-Mar-2024,Virtual,11.5
C006938,REP032,HCP0283,2024-07-20,Virtual,11.8
C007241,REP033,HCP0526,01/12/2024,In-Person,31.1
C002594,REP012,HCP0237,2024-09-26,In-Person,18.2
C002394,REP011,HCP0052,04/09/2024,In-Person ,12.1
C000524,REP003,HCP0085,2024-10-30,In-Person,14.0
C006377,REP029,HCP0413,05/06/2024,In-Person,12.6
C006982,REP032,HCP0274,2024-03-03,Virtual,15.4
C006678,REP030,HCP0029,2024-04-19,In-Person ,25.3
C003901,REP018,HCP0310,25-May-2024,Phone,20.1
C008579,REP039,HCP0213,11/10/2024,In-Person,2.0
C005586,REP026,HCP0254,01-Jul-2024,In-Person,26.7
C008333,REP037,HCP0298,11/15/2024,In-Person,7.7
C007957,REP036,HCP0524,10/17/2024,Virtual,
C007571,REP034,HCP0490,2024-02-14,In-Person,25.0
C006778,REP031,HCP0028,10-Dec-2024,Virtual,11.1
C000672,REP004,HCP0320,07/14/2024,In-Person,34.9
C004189,REP020,HCP0183,2024-01-30,In-Person,17.1
C000667,REP004,HCP0470,30-Apr-2024,In-Person ,10.1
